|soundName|personName|TRN/TST|soundPath|wrdPath|phnPath|txtPath|gender|region|age|recordDate|birthDate|height|race|education|phn|prompt|start|end
2592|sx46|MAG0|TRN|TIMIT/TRAIN/DR2/MMAG0/SX46.wav|TIMIT/TRAIN/DR2/MMAG0/SX46.wrd|TIMIT/TRAIN/DR2/MMAG0/SX46.phn|TIMIT/TRAIN/DR2/MMAG0/SX46.txt|M|Northern|22|01/23/86|10/21/63|187.96|WHT|BS |h# dh ae tcl p ih kcl p aa kcl k ix tcl w ax z kcl k ao tcl r eh dcl d hv ae n dcl d ix dcl h#|That pickpocket was caught|0|40347
2593|sx226|MAG0|TRN|TIMIT/TRAIN/DR2/MMAG0/SX226.wav|TIMIT/TRAIN/DR2/MMAG0/SX226.wrd|TIMIT/TRAIN/DR2/MMAG0/SX226.phn|TIMIT/TRAIN/DR2/MMAG0/SX226.txt|M|Northern|22|01/23/86|10/21/63|187.96|WHT|BS |h# s tcl t eh f kcl k uh dcl b eh r l ih hv ae n dcl d el dh ax s ay kcl k el aa dcl jh ax-h kcl k el tcl t r ao m ax h#|Steph could barely handle the psychological|0|50177
2594|sx406|MAG0|TRN|TIMIT/TRAIN/DR2/MMAG0/SX406.wav|TIMIT/TRAIN/DR2/MMAG0/SX406.wrd|TIMIT/TRAIN/DR2/MMAG0/SX406.phn|TIMIT/TRAIN/DR2/MMAG0/SX406.txt|M|Northern|22|01/23/86|10/21/63|187.96|WHT|BS |h# dh eh r w ax z ax dcl jh ay gcl g ae n tcl t ix kcl k w aa s pcl n eh kcl k s tcl t ix q er v ih ng g z bcl b ih gcl t aa pcl p hv ae tcl h#|There was a gigantic wasp next to Irving's big top|0|62363
2595|sx136|MAG0|TRN|TIMIT/TRAIN/DR2/MMAG0/SX136.wav|TIMIT/TRAIN/DR2/MMAG0/SX136.wrd|TIMIT/TRAIN/DR2/MMAG0/SX136.phn|TIMIT/TRAIN/DR2/MMAG0/SX136.txt|M|Northern|22|01/23/86|10/21/63|187.96|WHT|BS |h# s ay ix n tcl t ih f ix kcl p r aa gcl g r eh s kcl k ah m z f axr m dh ax dcl d ih v eh l ax pcl m ix n ax v n ux tcl t eh kcl n iy kcl k s h#|Scientific progress comes from the development of new|0|66766
2596|sx316|MAG0|TRN|TIMIT/TRAIN/DR2/MMAG0/SX316.wav|TIMIT/TRAIN/DR2/MMAG0/SX316.wrd|TIMIT/TRAIN/DR2/MMAG0/SX316.phn|TIMIT/TRAIN/DR2/MMAG0/SX316.txt|M|Northern|22|01/23/86|10/21/63|187.96|WHT|BS |h# dh ae tcl dcl d ao gcl ch ey s ix z kcl k ae tcl s pau m er s ax l eh s l iy h#|That dog chases cats|0|49256
2597|si496|MAG0|TRN|TIMIT/TRAIN/DR2/MMAG0/SI496.wav|TIMIT/TRAIN/DR2/MMAG0/SI496.wrd|TIMIT/TRAIN/DR2/MMAG0/SI496.phn|TIMIT/TRAIN/DR2/MMAG0/SI496.txt|M|Northern|22|01/23/86|10/21/63|187.96|WHT|BS |h# dh ey kcl k uh dx ax w ao kcl k pau r ay dx ao n ax bcl b ah s pau q axr bcl b iy dcl d r ih v ax n h#|They could walk, ride on a bus or be|0|47412
2598|si1126|MAG0|TRN|TIMIT/TRAIN/DR2/MMAG0/SI1126.wav|TIMIT/TRAIN/DR2/MMAG0/SI1126.wrd|TIMIT/TRAIN/DR2/MMAG0/SI1126.phn|TIMIT/TRAIN/DR2/MMAG0/SI1126.txt|M|Northern|22|01/23/86|10/21/63|187.96|WHT|BS |h# ix n dcl d l eh tcl m iy q ae dcl pau y ux tcl t ow pcl p iy ix n ih z ax m pau ao l s ow h#|And let me add, utopianism,|0|52840
2599|si1756|MAG0|TRN|TIMIT/TRAIN/DR2/MMAG0/SI1756.wav|TIMIT/TRAIN/DR2/MMAG0/SI1756.wrd|TIMIT/TRAIN/DR2/MMAG0/SI1756.phn|TIMIT/TRAIN/DR2/MMAG0/SI1756.txt|M|Northern|22|01/23/86|10/21/63|187.96|WHT|BS |h# m iy n w ay l pau f ih sh axr m eh n tcl t uh kcl k ix dcl v ae nx ix dcl jh ah v dh eh m tcl t ax pcl p uh l ah pcl p w ao pcl p er z h#|Meanwhile, fishermen took advantage of them to pull up|0|70760
2610|sa1|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SA1.wav|TIMIT/TRAIN/DR3/MMAM0/SA1.wrd|TIMIT/TRAIN/DR3/MMAM0/SA1.phn|TIMIT/TRAIN/DR3/MMAM0/SA1.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# sh iy hv eh dcl d y axr dcl d aa r kcl k s ux q en gcl g r iy s ix w ao r sh epi w ao dx axr ao l y ih axr h#|She had your dark suit in greasy wash water all|0|56832
2611|sa2|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SA2.wav|TIMIT/TRAIN/DR3/MMAM0/SA2.wrd|TIMIT/TRAIN/DR3/MMAM0/SA2.phn|TIMIT/TRAIN/DR3/MMAM0/SA2.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# d ow n ae s kcl m ix dx ix kcl k eh r iy ix n oy l ix r ae gcl g l ay kcl k dh ae tcl h#|Don't ask me to carry an oily rag like|0|38400
2612|sx67|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SX67.wav|TIMIT/TRAIN/DR3/MMAM0/SX67.wrd|TIMIT/TRAIN/DR3/MMAM0/SX67.phn|TIMIT/TRAIN/DR3/MMAM0/SX67.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# l ae sh ih axr z gcl g ae sh ao r dx ix zh kcl k ao s tcl t iy pcl p r ay s ih ng kcl k r iy s ix s h#|Last year's gas shortage caused steep price|0|49152
2613|sx247|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SX247.wav|TIMIT/TRAIN/DR3/MMAM0/SX247.wrd|TIMIT/TRAIN/DR3/MMAM0/SX247.phn|TIMIT/TRAIN/DR3/MMAM0/SX247.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# dh ax s ih gcl g er eh tcl s epi ix n dh ix kcl k l ey ae sh tcl t r ey q ow v axr f l ow dx ah n tcl t ix dh iy ow kcl t ey q el h#|The cigarettes in the clay ashtray overflowed onto the oak|0|54887
2614|sx427|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SX427.wav|TIMIT/TRAIN/DR3/MMAM0/SX427.wrd|TIMIT/TRAIN/DR3/MMAM0/SX427.phn|TIMIT/TRAIN/DR3/MMAM0/SX427.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# q eh v r iy kcl k ae bcl b n iy dcl jh r iy pcl p ey n ix ng ao f en h#|Every cab needs repainting|0|31540
2615|sx157|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SX157.wav|TIMIT/TRAIN/DR3/MMAM0/SX157.wrd|TIMIT/TRAIN/DR3/MMAM0/SX157.phn|TIMIT/TRAIN/DR3/MMAM0/SX157.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# r ix m ux dh ix s pcl p l ih nx axr w ix th ax-h pcl p eh r ix tcl t w iy z axr z h#|Remove the splinter with a pair of|0|31642
2616|sx337|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SX337.wav|TIMIT/TRAIN/DR3/MMAM0/SX337.wrd|TIMIT/TRAIN/DR3/MMAM0/SX337.phn|TIMIT/TRAIN/DR3/MMAM0/SX337.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# b aa bcl b ae n dcl d ih dcl jh bcl b ow th w uw n z w ax th ah s kcl k ih l ax v ax dcl d aa kcl t axr h#|Bob bandaged both wounds with the skill of a|0|40960
2617|si1668|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SI1668.wav|TIMIT/TRAIN/DR3/MMAM0/SI1668.wrd|TIMIT/TRAIN/DR3/MMAM0/SI1668.phn|TIMIT/TRAIN/DR3/MMAM0/SI1668.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# q ow n ow n aa dx ih gcl g eh n hv iy s epi eh dcl d ix l aw dcl d h#|Oh, no, not again, he said|0|35431
2618|si1597|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SI1597.wav|TIMIT/TRAIN/DR3/MMAM0/SI1597.wrd|TIMIT/TRAIN/DR3/MMAM0/SI1597.phn|TIMIT/TRAIN/DR3/MMAM0/SI1597.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# dh ix f ih gcl y er ix n dh ix kcl k ao r n axr bcl b eh l tcl ch tcl t l aw l iy pau eh dcl d iy pcl p l ih kcl k w ih dcl d q axr r ah pcl p sh ix n h#|The figure in the corner belched loudly, a deep, liquid|0|59597
2619|si2227|MAM0|TRN|TIMIT/TRAIN/DR3/MMAM0/SI2227.wav|TIMIT/TRAIN/DR3/MMAM0/SI2227.wrd|TIMIT/TRAIN/DR3/MMAM0/SI2227.phn|TIMIT/TRAIN/DR3/MMAM0/SI2227.txt|M|North Midland|24|04/07/86|07/01/61|180.34|WHT|BS |h# y er hv ae v ix ng ax m ih z r ax bcl b el tcl t ay m aa r n tcl ch ix h#|You're having a miserable time, aren't|0|30720
2640|sa1|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SA1.wav|TIMIT/TRAIN/DR4/MMBS0/SA1.wrd|TIMIT/TRAIN/DR4/MMBS0/SA1.phn|TIMIT/TRAIN/DR4/MMBS0/SA1.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# sh iy hv ae dcl jh er dcl d aa r kcl k s uw tcl t ih n gcl g r iy z iy w ao sh epi w ao dx er q ao l y ih r h#|She had your dark suit in greasy wash water all|0|57652
2641|sa2|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SA2.wav|TIMIT/TRAIN/DR4/MMBS0/SA2.wrd|TIMIT/TRAIN/DR4/MMBS0/SA2.phn|TIMIT/TRAIN/DR4/MMBS0/SA2.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# d ow nx ae s kcl m iy tcl t ux kcl k eh r iy ix n q oy l iy r ae gcl g l ay kcl k dh ae q h#|Don't ask me to carry an oily rag like|0|43009
2642|sx71|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SX71.wav|TIMIT/TRAIN/DR4/MMBS0/SX71.wrd|TIMIT/TRAIN/DR4/MMBS0/SX71.phn|TIMIT/TRAIN/DR4/MMBS0/SX71.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# p ao r kcl k y ux pcl p ay n z r iy z eh m bcl b el s iy q er tcl ch ix n epi z h#|Porcupines resemble sea|0|47720
2643|sx251|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SX251.wav|TIMIT/TRAIN/DR4/MMBS0/SX251.wrd|TIMIT/TRAIN/DR4/MMBS0/SX251.phn|TIMIT/TRAIN/DR4/MMBS0/SX251.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# w iy ax pcl p l ay q ao dx ix tcl t ao r ix m aa dx el ix ng tcl t uw kcl k ax m pcl p y ux dx er s pcl p iy tcl ch epi r eh kcl k ix gcl n ih sh ix n h#|We apply auditory modeling to computer speech|0|62670
2644|sx431|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SX431.wav|TIMIT/TRAIN/DR4/MMBS0/SX431.wrd|TIMIT/TRAIN/DR4/MMBS0/SX431.phn|TIMIT/TRAIN/DR4/MMBS0/SX431.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# dh ax f ih th dcl jh aa r kcl k en tcl t ey n z bcl b ih gcl g dcl jh ux s iy pcl p iy tcl ch ix z h#|The fifth jar contains big, juicy|0|56833
2645|sx161|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SX161.wav|TIMIT/TRAIN/DR4/MMBS0/SX161.wrd|TIMIT/TRAIN/DR4/MMBS0/SX161.phn|TIMIT/TRAIN/DR4/MMBS0/SX161.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# q ae z ax pcl p r iy kcl k ao sh ix n dh ix aw q l ao z bcl b ao tcl t gcl g ah n pcl p aw dcl d er f axr dh eh r s tcl t r ao ng hv ow l dcl d h#|As a precaution, the outlaws bought gunpowder for their|0|68507
2646|sx341|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SX341.wav|TIMIT/TRAIN/DR4/MMBS0/SX341.wrd|TIMIT/TRAIN/DR4/MMBS0/SX341.phn|TIMIT/TRAIN/DR4/MMBS0/SX341.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# dh ax hv ay s ix kcl k er axr dx iy pcl p r ih z ix n w ax s axr r aw n d ix dcl b ay bcl b aa r bcl b dcl d w ay axr h#|The high security prison was surrounded by barbed|0|53352
2647|si521|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SI521.wav|TIMIT/TRAIN/DR4/MMBS0/SI521.wrd|TIMIT/TRAIN/DR4/MMBS0/SI521.phn|TIMIT/TRAIN/DR4/MMBS0/SI521.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# t r ae f ix kcl k f r iy kcl k w eh n q l ix hv eh z f ey l dcl t ax-h m eh zh er ah pcl t ix q ix n dcl jh ix n ih axr z r ow z iy y eh s tcl t ix m ax tcl s h#|Traffic frequently has failed to measure up to engineers' rosy|0|76392
2648|si1151|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SI1151.wav|TIMIT/TRAIN/DR4/MMBS0/SI1151.wrd|TIMIT/TRAIN/DR4/MMBS0/SI1151.phn|TIMIT/TRAIN/DR4/MMBS0/SI1151.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# f ao w ah tcl d ux dh iy y ux tcl t ow pcl p iy ix n z l ey bcl b er h#|For what do the utopians|0|37275
2649|si1781|MBS0|TRN|TIMIT/TRAIN/DR4/MMBS0/SI1781.wav|TIMIT/TRAIN/DR4/MMBS0/SI1781.wrd|TIMIT/TRAIN/DR4/MMBS0/SI1781.phn|TIMIT/TRAIN/DR4/MMBS0/SI1781.txt|M|South Midland|25|01/24/86|03/17/60|187.96|BLK|BS |h# dh ax sh ae dx ow v ae nx ih sh tcl t h#|The shadow|0|32462
2680|sa1|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SA1.wav|TIMIT/TRAIN/DR4/MMDM0/SA1.wrd|TIMIT/TRAIN/DR4/MMDM0/SA1.phn|TIMIT/TRAIN/DR4/MMDM0/SA1.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# sh iy ae dcl d y axr dcl d aa r kcl k s ux dx ix n gcl g r iy z iy w ao sh epi w aa dx axr ao l y ih r h#|She had your dark suit in greasy wash water all|0|50586
2681|sa2|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SA2.wav|TIMIT/TRAIN/DR4/MMDM0/SA2.wrd|TIMIT/TRAIN/DR4/MMDM0/SA2.phn|TIMIT/TRAIN/DR4/MMDM0/SA2.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# d ow nx ae s epi m iy dx ix kcl k ih r iy eh nx ao l iy r ae gcl g l ah kcl dh ae tcl h#|Don't ask me to carry an oily rag like|0|40448
2682|sx231|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SX231.wav|TIMIT/TRAIN/DR4/MMDM0/SX231.wrd|TIMIT/TRAIN/DR4/MMDM0/SX231.phn|TIMIT/TRAIN/DR4/MMDM0/SX231.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# q aa q aa nx axr m aa m aa m h#|I honor my|0|25908
2683|sx411|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SX411.wav|TIMIT/TRAIN/DR4/MMDM0/SX411.wrd|TIMIT/TRAIN/DR4/MMDM0/SX411.phn|TIMIT/TRAIN/DR4/MMDM0/SX411.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# b ah dx axr s kcl k aa tcl ch f ah dcl jh pau g ow z w eh l w ax dh v ax nx ih l ax ay s kcl k r iy m h#|Butterscotch fudge goes well with vanilla ice|0|56116
2684|sx141|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SX141.wav|TIMIT/TRAIN/DR4/MMDM0/SX141.wrd|TIMIT/TRAIN/DR4/MMDM0/SX141.phn|TIMIT/TRAIN/DR4/MMDM0/SX141.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# p l eh zh tcl t ax-h pcl p axr tcl t ih s pcl p ey dx ih n ax v aa dx ix z ix kcl k w aa dx ix kcl k ah m pcl p tcl t ih sh ix n h#|Pledge to participate in Nevada's aquatic|0|50586
2685|sx321|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SX321.wav|TIMIT/TRAIN/DR4/MMDM0/SX321.wrd|TIMIT/TRAIN/DR4/MMDM0/SX321.phn|TIMIT/TRAIN/DR4/MMDM0/SX321.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# dh gcl g r aw n hv ao gcl k l ih r l iy s ao ix sh ae dx ow pau b ix q s tcl t ey dx aw dx ow n l iy ax m ow m en tcl h#|The groundhog clearly saw his shadow, but stayed out only a|0|57242
2686|sx51|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SX51.wav|TIMIT/TRAIN/DR4/MMDM0/SX51.wrd|TIMIT/TRAIN/DR4/MMDM0/SX51.phn|TIMIT/TRAIN/DR4/MMDM0/SX51.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# q ae m bcl b ix dcl d eh kcl k s tcl t r ih s pcl p ih kcl p aa kcl k ix tcl s ix kcl k aa m pcl p l ix sh epi m ao r h#|Ambidextrous pickpockets accomplish|0|44749
2687|si681|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SI681.wav|TIMIT/TRAIN/DR4/MMDM0/SI681.wrd|TIMIT/TRAIN/DR4/MMDM0/SI681.phn|TIMIT/TRAIN/DR4/MMDM0/SI681.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# w ix dcl s ah tcl ch ix n ae kcl t ix v r ix f y ux zh el bcl b iy y ux s f el h#|Would such an act of refusal be|0|39936
2688|si1311|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SI1311.wav|TIMIT/TRAIN/DR4/MMDM0/SI1311.wrd|TIMIT/TRAIN/DR4/MMDM0/SI1311.phn|TIMIT/TRAIN/DR4/MMDM0/SI1311.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# s ao l r iy dcl d eh pcl p ix z ih sh ix n pau ix z ix v aa y uw w ey dx ix dcl b ay w ao sh ix ng kcl k l iy n s epi w aa tcl ch ix z epi w ix dh ix dcl d er dx iy w en z h#|Soil redeposition is evaluated by washing clean swatches with the dirty|0|86631
2689|si1941|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SI1941.wav|TIMIT/TRAIN/DR4/MMDM0/SI1941.wrd|TIMIT/TRAIN/DR4/MMDM0/SI1941.phn|TIMIT/TRAIN/DR4/MMDM0/SI1941.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |h# w el tcl t ao kcl k ow v axr ix tcl t y er aa f ax-h s h#|We'll talk over at your|0|29799
2690|sa1|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SA1.wav|TIMIT/TRAIN/DR5/MMDM1/SA1.wrd|TIMIT/TRAIN/DR5/MMDM1/SA1.phn|TIMIT/TRAIN/DR5/MMDM1/SA1.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# sh iy hv ae dcl y axr dcl d aa r kcl s ux tcl ix n gcl g r iy s iy w aa sh epi w ao dx er q ao l y ih axr h#|She had your dark suit in greasy wash water all|0|56320
2691|sa2|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SA2.wav|TIMIT/TRAIN/DR5/MMDM1/SA2.wrd|TIMIT/TRAIN/DR5/MMDM1/SA2.phn|TIMIT/TRAIN/DR5/MMDM1/SA2.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# d ow nx ae s epi m iy tcl t ix kcl k eh r iy ix n ax ao l iy r ae gcl pau l ay kcl dh ae tcl h#|Don't ask me to carry an oily rag like|0|47821
2692|sx333|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SX333.wav|TIMIT/TRAIN/DR5/MMDM1/SX333.wrd|TIMIT/TRAIN/DR5/MMDM1/SX333.phn|TIMIT/TRAIN/DR5/MMDM1/SX333.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# ah nx ah dcl d ah l q m eh l bcl b ae bcl b ux n z tcl t iy th pau aa r n aa tcl s ux dx ix bcl b el f axr iy dx iy ng sh eh l f ih sh h#|An adult male baboon's teeth are not suitable for eating|0|65127
2693|sx63|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SX63.wav|TIMIT/TRAIN/DR5/MMDM1/SX63.wrd|TIMIT/TRAIN/DR5/MMDM1/SX63.phn|TIMIT/TRAIN/DR5/MMDM1/SX63.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# k aa n q en eh nx el dcl d r ih f tcl t ih z ix dcl jh iy ax l aa dcl jh ix kcl k el th ih axr iy h#|Continental drift is a geological|0|44237
2694|sx243|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SX243.wav|TIMIT/TRAIN/DR5/MMDM1/SX243.wrd|TIMIT/TRAIN/DR5/MMDM1/SX243.phn|TIMIT/TRAIN/DR5/MMDM1/SX243.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# dh ey ao l ax gcl g r iy dh ae tcl dh iy eh s ey ih z bcl b eh r l iy ix n tcl t eh l ax dcl jh ax-h bcl b el h#|They all agree that the essay is barely|0|47924
2695|sx423|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SX423.wav|TIMIT/TRAIN/DR5/MMDM1/SX423.wrd|TIMIT/TRAIN/DR5/MMDM1/SX423.phn|TIMIT/TRAIN/DR5/MMDM1/SX423.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# s epi m ae sh l ay tcl b ao bcl b z q eh n ix axr kcl k ae sh v ae l y ux w ax l dcl d ih m ih n ih sh tcl t ax n ah th iy ng h#|Smash lightbulbs and their cash value will diminish to|0|60109
2696|sx153|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SX153.wav|TIMIT/TRAIN/DR5/MMDM1/SX153.wrd|TIMIT/TRAIN/DR5/MMDM1/SX153.phn|TIMIT/TRAIN/DR5/MMDM1/SX153.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# s kcl k ax l ae s tcl t ix kcl k q ae pcl t ix tcl t ux dx ix z dcl jh ah dcl jh dcl d bcl b ay s tcl t ae n dcl d axr dx ay z tcl t eh s tcl t h#|Scholastic aptitude is judged by standardized|0|73626
2697|si783|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SI783.wav|TIMIT/TRAIN/DR5/MMDM1/SI783.wrd|TIMIT/TRAIN/DR5/MMDM1/SI783.phn|TIMIT/TRAIN/DR5/MMDM1/SI783.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# y ux kcl k ix n bcl b ih l dcl dh ih s v ey kcl k ey sh en kcl k aa dx ix dcl jh y axr s eh l f h#|You can build this vacation cottage|0|41984
2698|si1650|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SI1650.wav|TIMIT/TRAIN/DR5/MMDM1/SI1650.wrd|TIMIT/TRAIN/DR5/MMDM1/SI1650.phn|TIMIT/TRAIN/DR5/MMDM1/SI1650.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# y ix s iy sh iy z aa nx ax dcl d ay ix tcl h#|You see, she's on a|0|29287
2699|si2043|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SI2043.wav|TIMIT/TRAIN/DR5/MMDM1/SI2043.wrd|TIMIT/TRAIN/DR5/MMDM1/SI2043.phn|TIMIT/TRAIN/DR5/MMDM1/SI2043.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |h# aa r y uw ax th r ow axr ix f l ey m er iy n h#|Are you a thrower of flame,|0|35021
2700|sa1|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SA1.wav|TIMIT/TRAIN/DR2/MMDS0/SA1.wrd|TIMIT/TRAIN/DR2/MMDS0/SA1.phn|TIMIT/TRAIN/DR2/MMDS0/SA1.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |h# sh iy hv eh dcl y uh r dcl d aa r kcl k s ux tcl t ix ng gcl g r iy s iy w aa sh epi w aa dx er ao l y ih axr h#|She had your dark suit in greasy wash water all|0|48128
2701|sa2|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SA2.wav|TIMIT/TRAIN/DR2/MMDS0/SA2.wrd|TIMIT/TRAIN/DR2/MMDS0/SA2.phn|TIMIT/TRAIN/DR2/MMDS0/SA2.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |h# d ow n q ae s epi m iy dx iy kcl k eh r iy ix n q oy l iy r ae gcl g l ay kcl dh ae q h#|Don't ask me to carry an oily rag like|0|37069
2702|sx263|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SX263.wav|TIMIT/TRAIN/DR2/MMDS0/SX263.wrd|TIMIT/TRAIN/DR2/MMDS0/SX263.phn|TIMIT/TRAIN/DR2/MMDS0/SX263.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |h# hh q aw q oy l iy dcl d ix ux l ay kcl y axr s ae l ix dcl d r eh s epi eng h#|How oily do you like your salad|0|31335
2703|sx443|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SX443.wav|TIMIT/TRAIN/DR2/MMDS0/SX443.wrd|TIMIT/TRAIN/DR2/MMDS0/SX443.phn|TIMIT/TRAIN/DR2/MMDS0/SX443.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |h# ax-h l ow n s tcl t aa r sh ow nx ix n dh ax q er l iy q iy v n ix ng s kcl k ay h#|A lone star shone in the early evening|0|37991
2704|sx173|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SX173.wav|TIMIT/TRAIN/DR2/MMDS0/SX173.wrd|TIMIT/TRAIN/DR2/MMDS0/SX173.phn|TIMIT/TRAIN/DR2/MMDS0/SX173.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |h# hh uw ah v axr kcl k w aa pcl p axr ey tcl s en f ay n ix ng n ae n z kcl k ae m iy ow w ax l bcl b iy r axr w ao r dx ix dcl d h#|Whoever cooperates in finding Nan's cameo will be|0|48231
2705|sx353|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SX353.wav|TIMIT/TRAIN/DR2/MMDS0/SX353.wrd|TIMIT/TRAIN/DR2/MMDS0/SX353.phn|TIMIT/TRAIN/DR2/MMDS0/SX353.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |h# q ax-h kcl k aa n ax s er w ax l ix n dcl jh oy dh ih s sh eh l f ih sh dcl d ih sh h#|A connoisseur will enjoy this shellfish|0|40960
2706|sx83|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SX83.wav|TIMIT/TRAIN/DR2/MMDS0/SX83.wrd|TIMIT/TRAIN/DR2/MMDS0/SX83.phn|TIMIT/TRAIN/DR2/MMDS0/SX83.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |h# m ay ix n s tcl t r ah kcl k sh en z dcl d eh s pcl p axr q l iy n iy dcl d ah pcl d ey dx eng h#|My instructions desperately need|0|36967
